Video,Link,Status,Photo,Page total likes,Category,Post Month,Post Weekday,Post Hour,Paid,Total Interactions
0,1,0,0,137177,1,11,4,3,0.0,163
0,0,0,1,137177,3,11,3,10,0.0,311
0,0,0,1,137177,1,11,3,3,0.0,39
0,0,0,1,137059,1,11,2,11,1.0,126
0,0,0,1,137059,1,11,2,3,0.0,421
0,0,0,1,137059,2,11,1,9,0.0,91
0,0,0,1,137059,3,11,1,3,0.0,342
0,0,0,1,137059,3,11,7,9,0.0,129
0,0,0,1,137059,2,11,7,4,0.0,148
0,0,0,1,137059,3,10,6,10,0.0,185
0,0,0,1,137059,1,10,6,3,0.0,65
0,0,0,1,137059,2,10,5,11,0.0,142
0,0,1,0,137020,2,10,5,3,1.0,378
0,0,0,1,137020,1,10,4,10,0.0,430
0,0,0,1,137020,1,10,4,9,1.0,0
0,0,0,1,137020,2,10,4,3,0.0,1626
0,0,0,1,137020,3,10,3,10,0.0,79
0,0,0,1,137020,1,10,3,4,0.0,17
0,0,0,1,137020,1,10,2,11,1.0,72
0,0,0,1,137020,1,10,2,4,0.0,1136
0,0,0,1,137020,3,10,1,11,0.0,222
0,0,1,0,136736,2,10,1,4,0.0,238
0,0,0,1,136736,3,10,7,9,0.0,148
0,0,1,0,136736,2,10,7,3,0.0,271
0,0,0,1,136736,1,10,6,10,0.0,34
0,0,0,1,136736,1,10,6,8,0.0,0
0,0,0,1,136736,2,10,6,4,0.0,139
0,0,0,1,136642,2,10,1,3,1.0,97
0,0,0,1,136642,1,10,7,13,0.0,17
0,0,0,1,136642,1,10,7,12,1.0,6
0,0,0,1,136642,1,10,7,12,0.0,458
0,0,0,1,136642,1,10,7,11,0.0,7
0,0,0,1,136642,1,10,7,10,0.0,9
0,0,0,1,136393,1,10,7,10,0.0,8
0,0,0,1,136393,1,10,7,9,0.0,2
0,0,1,0,136393,2,10,7,9,0.0,232
0,0,0,1,136393,1,10,7,8,0.0,4
0,0,0,1,136393,1,10,7,7,0.0,6
0,0,0,1,136393,1,10,7,6,0.0,7
0,0,0,1,136393,1,10,7,5,0.0,9
0,0,0,1,136393,3,10,7,3,0.0,242
0,0,0,1,136393,1,10,6,13,0.0,10
0,0,0,1,136393,1,10,6,13,0.0,5
0,0,0,1,136393,1,10,6,12,0.0,3
0,0,0,1,136393,1,10,6,11,0.0,10
0,0,0,1,136393,1,10,6,9,0.0,10
0,0,0,1,136393,1,10,6,9,0.0,10
0,0,0,1,136393,1,10,6,8,0.0,12
0,0,0,1,136393,1,10,6,6,0.0,34
0,0,0,1,136393,1,10,6,2,0.0,68
0,1,0,0,136393,1,10,5,10,0.0,48
0,0,0,1,136013,1,10,5,8,0.0,39
0,0,1,0,136013,2,10,5,3,0.0,154
0,0,0,1,136013,1,10,4,10,1.0,100
0,1,0,0,136013,1,10,4,3,0.0,202
0,0,1,0,136013,3,10,3,10,0.0,265
0,0,1,0,136013,2,10,3,2,1.0,1009
0,0,0,1,136013,3,10,2,10,1.0,447
0,0,0,1,136013,1,10,2,3,1.0,53
0,0,0,1,136013,1,10,1,10,1.0,96
0,0,0,1,136013,3,10,1,3,0.0,204
0,0,0,1,135713,3,10,7,10,0.0,94
0,0,1,0,135713,2,10,7,4,0.0,179
0,1,0,0,135713,1,10,6,11,1.0,35
0,0,0,1,135713,1,10,6,4,0.0,367
0,0,0,1,135713,2,10,5,11,0.0,200
0,0,0,1,135713,2,10,5,4,1.0,454
0,0,0,1,135713,1,10,4,10,0.0,193
0,0,0,1,135713,2,10,4,1,0.0,387
0,0,0,1,135700,2,9,3,7,0.0,70
0,0,0,1,135700,2,9,2,11,0.0,163
0,0,0,1,135700,3,9,2,2,0.0,137
0,0,0,1,135700,2,9,1,10,0.0,252
0,0,0,1,135617,2,9,1,3,1.0,98
0,0,0,1,135617,3,9,7,9,0.0,409
0,0,0,1,135617,2,9,7,3,0.0,282
0,0,0,1,135617,3,9,6,10,0.0,410
0,0,1,0,135617,2,9,6,4,0.0,288
0,0,0,1,135428,1,9,5,10,0.0,18
0,0,0,1,135428,2,9,5,3,1.0,132
0,0,0,1,135428,1,9,4,10,1.0,84
0,0,0,1,135428,3,9,4,2,1.0,557
0,0,0,1,135428,1,9,3,10,0.0,1974
0,0,0,1,135428,2,9,3,2,1.0,121
0,0,0,1,135195,3,9,2,9,0.0,217
0,0,0,1,135195,1,9,2,2,0.0,38
0,0,1,0,135195,2,9,1,10,0.0,228
0,0,0,1,135195,1,9,1,4,0.0,225
0,0,0,1,135195,2,9,7,3,0.0,243
0,0,1,0,135195,2,9,6,10,1.0,189
0,0,0,1,135195,3,9,6,3,1.0,1174
0,0,0,1,135195,1,9,5,11,0.0,276
0,0,0,1,135195,2,9,5,2,0.0,299
0,0,0,1,135195,2,9,4,10,0.0,194
0,0,1,0,134879,2,9,4,4,1.0,199
0,0,0,1,134879,1,9,3,10,0.0,114
0,0,0,1,134879,3,9,3,2,1.0,271
1,0,0,0,134879,1,9,2,10,0.0,472
0,0,0,1,134879,2,9,2,3,0.0,90
0,0,0,1,134879,1,9,1,10,0.0,72
0,0,0,1,134879,2,9,1,6,0.0,263
0,0,0,1,134879,2,9,7,10,0.0,67
0,0,0,1,134879,3,9,7,4,1.0,117
0,0,0,1,133679,2,9,2,10,0.0,164
0,0,0,1,133679,3,9,2,3,1.0,119
0,0,0,1,133679,3,8,1,10,0.0,818
0,0,0,1,133679,2,8,1,4,0.0,70
0,0,0,1,133594,2,8,7,10,1.0,133
0,0,0,1,133594,1,8,7,3,0.0,490
0,0,0,1,133594,2,8,6,10,0.0,330
0,0,0,1,133594,1,8,6,8,0.0,73
0,0,0,1,133594,2,8,5,13,0.0,60
0,0,0,1,133451,1,8,4,9,1.0,32
0,0,0,1,132817,3,8,4,10,0.0,1290
0,0,0,1,132817,2,8,4,3,1.0,166
0,0,0,1,132817,1,8,3,9,0.0,45
0,0,1,0,132817,2,8,3,2,1.0,70
0,0,0,1,132817,3,8,2,10,0.0,243
0,0,0,1,132817,3,8,2,3,0.0,132
0,0,0,1,132201,1,8,1,12,1.0,42
0,0,0,1,132201,1,8,1,3,0.0,931
0,0,0,1,132201,2,8,7,10,0.0,162
0,0,0,1,132201,3,8,7,3,0.0,66
0,0,0,1,132201,2,8,6,10,1.0,98
0,0,0,1,132201,3,8,6,3,1.0,107
0,0,0,1,132201,3,8,5,10,0.0,287
0,0,0,1,132201,2,8,5,1,0.0,50
0,0,0,1,132201,3,8,4,11,1.0,15
0,0,0,1,132201,3,8,4,3,1.0,470
0,0,0,1,131956,1,8,3,10,0.0,126
0,0,0,1,131956,2,8,3,4,0.0,28
0,0,1,0,131956,2,8,2,12,0.0,57
0,0,0,1,131956,1,8,2,7,0.0,100
0,0,0,1,131956,3,8,1,12,0.0,271
0,0,0,1,131956,2,8,1,4,0.0,96
0,0,0,1,131956,3,8,7,10,0.0,212
0,0,1,0,131808,2,8,7,4,0.0,86
0,0,1,0,131808,2,8,6,10,1.0,404
0,0,0,1,131808,1,8,6,6,0.0,103
0,0,1,0,131808,2,7,5,14,0.0,121
0,0,0,1,131728,3,7,5,8,1.0,217
0,0,0,1,131728,1,7,4,10,1.0,126
0,0,0,1,131728,2,7,4,3,0.0,456
0,0,0,1,131630,2,7,3,13,0.0,130
0,0,0,1,131630,3,7,2,23,0.0,135
0,0,0,1,131630,3,7,2,13,0.0,114
0,0,1,0,131630,2,7,2,6,1.0,21
0,0,0,1,131630,1,7,1,11,0.0,54
0,0,0,1,131630,2,7,1,5,0.0,120
0,0,1,0,131300,2,7,7,10,0.0,17
0,0,0,1,131300,3,7,7,4,0.0,294
0,0,0,1,131300,2,7,6,10,0.0,139
0,0,0,1,131300,1,7,6,2,0.0,128
0,0,0,1,130791,2,7,5,11,1.0,186
0,0,0,1,130791,3,7,5,3,0.0,624
0,0,0,1,130791,1,7,4,11,0.0,144
0,0,1,0,130791,2,7,4,6,0.0,572
1,0,0,0,130791,1,7,3,11,1.0,409
0,0,0,1,130791,2,7,3,5,1.0,6334
0,0,0,1,130791,1,7,2,13,0.0,188
0,0,0,1,130791,2,7,2,8,0.0,88
0,0,0,1,129600,2,7,1,12,0.0,115
0,0,0,1,129600,3,7,1,6,0.0,118
0,0,0,1,129600,2,7,7,11,1.0,68
0,0,0,1,129600,1,7,7,6,1.0,85
0,0,0,1,129600,1,7,6,11,0.0,234
0,0,0,1,129600,3,7,6,5,0.0,274
0,0,1,0,129600,2,7,5,12,1.0,300
0,0,0,1,129600,3,7,5,3,0.0,823
0,0,0,1,129600,2,7,4,12,1.0,85
0,0,0,1,129600,1,7,4,6,1.0,160
0,0,0,1,129600,1,7,3,13,1.0,118
0,0,0,1,129600,2,7,3,1,0.0,203
0,0,0,1,129600,3,7,2,13,0.0,202
0,0,0,1,129600,2,7,2,7,1.0,143
0,0,0,1,129600,1,7,1,13,0.0,290
0,0,0,1,128032,2,7,1,3,0.0,79
0,0,0,1,128032,2,7,7,11,1.0,75
0,0,0,1,128032,3,7,7,3,0.0,596
0,0,0,1,128032,3,7,6,13,1.0,55
0,0,0,1,128032,1,7,6,3,0.0,101
0,0,1,0,128032,2,7,5,10,0.0,87
0,0,0,1,128032,1,7,5,3,0.0,195
0,0,0,1,128032,1,7,4,9,1.0,53
0,0,0,1,128032,2,7,4,5,1.0,730
0,0,0,1,128032,1,7,3,10,1.0,269
0,0,0,1,127082,1,7,3,3,1.0,587
0,0,0,1,126424,3,7,4,12,0.0,171
0,0,0,1,126424,2,7,4,3,0.0,71
0,0,1,0,126424,2,7,3,13,0.0,148
0,0,0,1,126424,3,7,3,4,1.0,30
1,0,0,0,126424,1,6,2,13,0.0,271
0,0,0,1,126345,1,6,2,9,1.0,218
0,0,0,1,126345,1,6,2,3,0.0,194
0,0,0,1,126345,2,6,1,12,0.0,49
0,0,0,1,126345,2,6,1,4,0.0,89
0,0,1,0,126345,2,6,7,11,0.0,117
0,0,0,1,126141,1,6,7,4,1.0,39
0,0,0,1,126141,1,6,6,12,0.0,152
0,0,1,0,126141,2,6,6,4,0.0,94
0,0,0,1,126141,1,6,5,11,1.0,18
0,0,0,1,126141,1,6,4,22,1.0,125
0,0,0,1,126141,1,6,4,12,0.0,605
0,0,0,1,125612,1,6,4,11,0.0,67
0,0,0,1,125612,1,6,4,7,0.0,25
0,0,0,1,125612,2,6,4,3,0.0,172
0,0,0,1,125612,1,6,3,11,0.0,24
0,0,0,1,125612,2,6,3,3,0.0,95
0,0,0,1,125612,1,6,2,13,0.0,93
0,0,0,1,125612,1,6,2,2,0.0,66
0,0,0,1,125612,3,6,1,14,0.0,117
0,0,0,1,125612,3,6,1,3,0.0,72
0,0,0,1,125612,2,6,7,11,0.0,94
0,0,0,1,124940,1,6,7,4,0.0,15
0,0,0,1,124940,2,6,6,9,0.0,285
0,0,0,1,124940,3,6,6,2,1.0,89
0,0,0,1,124940,1,6,5,13,1.0,234
0,0,0,1,124940,3,6,5,3,1.0,363
0,0,0,1,124940,1,6,4,12,0.0,155
0,0,0,1,124940,3,6,4,2,0.0,238
0,0,0,1,124940,2,6,3,13,0.0,188
0,0,0,1,124940,3,6,3,3,1.0,184
0,0,0,1,124940,3,6,2,13,0.0,163
0,0,0,1,124940,3,6,2,3,0.0,135
0,0,0,1,124940,1,6,1,13,0.0,25
0,0,0,1,124940,3,6,1,3,0.0,99
0,0,0,1,124940,3,6,7,10,0.0,73
0,0,0,1,124940,3,6,7,3,1.0,82
0,0,0,1,124940,1,6,6,12,1.0,28
0,0,0,1,124940,3,6,6,4,0.0,218
0,0,0,1,123047,3,6,5,12,0.0,75
0,0,0,1,123047,2,6,5,3,0.0,90
0,0,0,1,123047,3,6,4,13,0.0,226
0,0,0,1,123047,2,6,4,5,1.0,235
0,0,0,1,123047,1,6,3,11,0.0,41
0,0,0,1,123047,3,6,2,13,0.0,59
0,0,0,1,123047,3,6,2,5,1.0,83
0,0,0,1,123047,3,6,1,10,0.0,1439
0,0,0,1,123047,3,6,1,3,1.0,65
0,0,0,1,121540,3,6,1,3,0.0,45
0,0,0,1,121540,2,5,7,14,0.0,97
0,0,0,1,120050,3,5,5,9,1.0,122
0,0,0,1,120050,3,5,4,12,0.0,691
0,0,0,1,120050,3,5,4,4,1.0,180
0,0,0,1,120050,3,5,3,12,0.0,251
0,0,0,1,119198,3,5,3,5,0.0,134
0,0,0,1,119198,3,5,2,12,0.0,60
0,0,0,1,119198,3,5,2,1,0.0,84
0,0,1,0,119198,2,5,1,2,0.0,67
0,0,0,1,119198,2,5,7,2,0.0,180
0,0,0,1,119198,3,5,6,14,0.0,83
0,0,0,1,119198,3,5,6,6,0.0,99
0,0,0,1,119198,3,5,5,10,1.0,313
0,0,0,1,117764,1,5,4,10,0.0,390
0,0,0,1,117764,3,5,4,4,0.0,254
0,0,0,1,117764,3,5,3,11,0.0,114
0,0,0,1,117764,2,5,2,11,0.0,232
0,0,0,1,117764,3,5,1,13,1.0,136
0,1,0,0,117764,1,5,1,2,0.0,63
0,0,0,1,117764,3,5,7,13,1.0,179
0,0,0,1,117764,3,5,7,2,0.0,948
0,0,0,1,117764,3,5,6,13,0.0,72
0,0,0,1,117764,3,5,6,8,1.0,190
0,0,0,1,117764,3,5,5,13,0.0,1806
0,0,0,1,116435,2,5,5,9,0.0,190
0,0,0,1,116435,3,5,4,13,1.0,203
0,0,1,0,116435,1,5,4,3,1.0,255
0,0,0,1,116435,3,5,3,7,0.0,429
0,0,0,1,116435,2,5,2,14,0.0,118
0,0,0,1,116435,1,5,2,8,0.0,188
0,0,0,1,116435,3,5,1,13,0.0,167
0,0,0,1,116091,2,5,1,3,0.0,309
0,0,0,1,116091,2,5,7,14,0.0,174
0,0,0,1,116091,3,5,7,2,0.0,335
0,0,0,1,116091,1,5,6,9,0.0,99
0,0,0,1,116091,3,5,6,3,0.0,105
0,0,1,0,116091,2,5,5,7,0.0,166
0,0,0,1,115893,3,4,4,15,1.0,210
0,0,0,1,115893,1,4,3,13,0.0,236
0,0,0,1,115368,3,4,3,8,0.0,157
0,0,0,1,115368,3,4,2,13,0.0,355
0,0,0,1,115368,3,4,2,2,1.0,189
0,0,0,1,115368,1,4,1,2,0.0,54
0,0,0,1,113028,2,4,7,3,1.0,200
0,0,0,1,113028,1,4,6,14,0.0,528
0,0,1,0,113028,2,4,6,3,1.0,587
0,1,0,0,113028,1,4,5,7,1.0,56
0,0,0,1,113028,1,4,5,5,0.0,121
0,0,0,1,113028,1,4,4,12,1.0,75
0,0,0,1,111620,3,4,4,7,1.0,316
0,0,0,1,111620,3,4,3,7,0.0,79
0,0,0,1,111620,3,4,2,13,1.0,295
0,0,0,1,111620,1,4,2,6,1.0,165
0,0,0,1,111620,3,4,1,14,1.0,2177
0,0,0,1,111620,1,4,7,14,0.0,212
0,0,0,1,109670,3,4,6,20,0.0,280
0,0,0,1,109670,1,4,6,13,0.0,87
0,0,0,1,109670,3,4,6,3,0.0,122
0,0,0,1,109670,1,4,5,13,0.0,69
0,0,0,1,109670,3,4,5,7,1.0,183
0,0,0,1,109670,1,4,4,3,0.0,56
0,0,0,1,109670,1,4,3,13,1.0,126
0,0,0,1,109670,1,4,3,8,0.0,40
0,0,0,1,109670,1,4,2,13,0.0,44
0,0,0,1,109670,3,4,2,2,1.0,62
0,0,0,1,109670,2,4,1,13,1.0,881
0,0,0,1,109670,1,4,1,2,0.0,115
0,0,0,1,109670,3,4,7,14,0.0,71
0,0,0,1,107907,3,4,7,13,0.0,138
0,0,0,1,107907,1,4,6,9,0.0,58
0,0,0,1,107907,3,4,6,3,1.0,115
0,0,0,1,107907,1,4,5,9,0.0,97
0,0,0,1,107907,3,4,5,3,0.0,90
0,0,0,1,107907,3,4,4,13,0.0,225
0,0,0,1,107907,3,4,4,5,1.0,122
0,0,0,1,107907,1,4,3,13,1.0,376
0,0,0,1,107907,1,4,3,4,1.0,149
0,1,0,0,107907,1,4,2,6,0.0,420
0,0,0,1,107907,3,4,1,3,0.0,77
0,0,0,1,107907,3,4,7,10,0.0,90
0,0,0,1,107907,3,4,7,3,0.0,124
0,0,0,1,106928,3,4,6,9,1.0,67
0,1,0,0,106928,1,4,6,4,0.0,44
0,0,0,1,106928,2,4,5,13,0.0,168
0,0,0,1,106928,2,4,5,3,0.0,173
0,0,0,1,106928,3,4,4,13,0.0,91
0,0,0,1,106928,1,4,4,3,1.0,104
0,0,0,1,104070,1,3,5,14,1.0,81
0,0,0,1,104070,1,3,4,14,1.0,208
0,0,0,1,104070,1,3,4,7,0.0,249
0,0,1,0,104070,1,3,3,15,0.0,34
0,0,0,1,104070,1,3,3,10,0.0,0
0,0,0,1,102112,1,3,3,10,0.0,39
0,0,0,1,102112,1,3,3,4,0.0,53
0,0,0,1,102112,1,3,2,12,0.0,74
0,0,0,1,102112,1,3,2,3,0.0,39
0,0,0,1,102112,1,3,1,19,0.0,2
0,0,0,1,102112,1,3,1,18,0.0,120
0,0,0,1,102112,1,3,1,18,0.0,38
0,1,0,0,102112,3,3,1,3,0.0,85
0,0,0,1,100732,1,3,7,18,0.0,7
0,0,0,1,100732,1,3,7,17,0.0,230
0,0,0,1,100732,1,3,7,15,0.0,2
0,0,0,1,100732,1,3,7,15,0.0,3
0,1,0,0,100732,1,3,7,14,0.0,6
0,0,0,1,100732,1,3,7,12,0.0,4
0,0,0,1,100732,1,3,6,17,0.0,5
0,0,0,1,100732,1,3,6,17,0.0,237
0,0,0,1,100732,1,3,6,15,0.0,17
0,0,0,1,100732,1,3,6,15,0.0,110
0,0,0,1,100732,1,3,6,13,1.0,143
0,0,0,1,100732,1,3,6,10,0.0,149
0,1,0,0,98195,2,3,6,6,0.0,49
0,0,0,1,98195,1,3,6,3,0.0,86
0,0,0,1,98195,1,3,5,10,0.0,36
0,0,0,1,98195,1,3,5,4,1.0,0
0,0,0,1,98195,3,3,4,13,0.0,771
0,0,0,1,96749,3,3,2,9,0.0,73
0,0,0,1,96749,2,3,2,5,0.0,68
0,0,0,1,96749,1,3,1,13,1.0,63
0,0,0,1,96749,1,3,1,2,1.0,228
0,0,0,1,96749,1,3,7,10,1.0,118
0,0,0,1,96749,1,3,7,5,1.0,67
0,0,0,1,93684,1,2,6,13,1.0,266
0,0,0,1,93577,1,2,6,6,0.0,172
0,0,0,1,93470,1,2,5,12,0.0,125
0,0,0,1,93363,1,2,5,6,0.0,68
0,0,0,1,93256,3,2,4,12,0.0,128
0,0,0,1,93149,3,2,4,3,0.0,282
0,0,0,1,93042,3,2,3,13,0.0,217
0,0,0,1,92935,1,2,3,9,1.0,29
0,0,0,1,92828,1,2,3,6,0.0,178
0,0,0,1,92721,3,2,2,13,0.0,165
0,0,0,1,92614,2,2,2,3,1.0,163
0,0,0,1,92507,3,2,1,13,0.0,1873
0,0,0,1,92400,1,2,1,4,0.0,95
0,0,0,1,92293,3,2,7,13,1.0,311
0,0,0,1,92186,3,2,7,2,1.0,176
0,0,0,1,92079,1,2,6,13,0.0,313
0,0,0,1,91972,3,2,6,3,0.0,170
0,0,0,1,91865,2,2,5,13,1.0,71
0,0,0,1,91758,2,2,5,3,1.0,238
0,0,0,1,91651,1,2,4,12,0.0,305
0,0,0,1,91544,3,2,4,3,0.0,264
0,1,0,0,91437,1,2,3,13,0.0,131
0,0,0,1,91330,3,2,3,3,0.0,224
0,0,0,1,91223,1,2,2,13,0.0,61
0,0,0,1,91116,3,2,2,4,1.0,182
0,0,0,1,91009,1,2,1,12,0.0,86
0,0,0,1,86909,3,1,6,16,1.0,84
0,0,0,1,86909,1,1,6,10,1.0,633
0,1,0,0,86909,1,1,6,4,0.0,107
0,0,0,1,86909,3,1,5,13,0.0,106
0,0,0,1,86909,3,1,5,4,0.0,127
0,0,0,1,86909,2,1,4,11,0.0,515
0,1,0,0,86491,1,1,4,4,1.0,7
0,0,0,1,86491,3,1,3,10,0.0,226
0,0,0,1,86491,2,1,3,3,0.0,97
0,0,0,1,86491,3,1,2,7,0.0,108
0,1,0,0,86491,1,1,2,2,0.0,14
0,0,0,1,85979,3,1,1,12,0.0,83
0,0,0,1,85979,3,1,1,2,0.0,66
0,0,0,1,85979,3,1,7,10,0.0,378
0,0,0,1,85979,3,1,7,2,0.0,103
0,0,0,1,85979,3,1,6,11,0.0,110
0,0,0,1,85979,3,1,6,3,1.0,152
0,1,0,0,85979,1,1,5,11,0.0,137
0,0,0,1,85093,3,1,1,2,0.0,257
0,0,0,1,85093,3,1,7,10,0.0,176
0,0,0,1,85093,3,1,7,2,0.0,84
0,0,0,1,81370,2,1,5,8,0.0,75
0,0,0,1,81370,1,1,5,2,0.0,115
0,0,0,1,81370,3,1,4,11,0.0,136
